49922	1024
22500	1024
66822	1024
70713	1024
66171	1024
7746	1024
42999	1024
96627	1024
26016	1024
66816	1024
28346	1024
88643	1024
34187	1024
10270	1024
96672	1024
94742	1024
86813	1024
2286	1024
35899	1024
95911	1024
77148	1024
27739	1024
55069	1024
94848	1024
95528	1024
78570	1024
93067	1024
65205	1024
65727	1024
16563	1024
58099	1024
15648	1024
39062	1024
41272	1024
2713	1024
21585	1024
65369	1024
62063	1024
18211	1024
91385	1024
28878	1024
62908	1024
96379	1024
79416	1024
89529	1024
93051	1024
90509	1024
76341	1024
11688	1024
26407	1024
88604	1024
88836	1024
70497	1024
43672	1024
35	1024
66024	1024
38593	1024
93101	1024
47580	1024
4319	1024
26015	1024
5678	1024
36318	1024
81429	1024
46950	1024
39030	1024
3013	1024
12318	1024
1092	1024
37575	1024
20054	1024
46321	1024
482	1024
16433	1024
42088	1024
90011	1024
25835	1024
32596	1024
66351	1024
37522	1024
75354	1024
54954	1024
42709	1024
45851	1024
14977	1024
42744	1024
28226	1024
69921	1024
52196	1024
75806	1024
74239	1024
78211	1024
97835	1024
26909	1024
75991	1024
44784	1024
82290	1024
79003	1024
73454	1024
99734	1024
16577	1024
93507	1024
62406	1024
33410	1024
26291	1024
4494	1024
23420	1024
52125	1024
37089	1024
89771	1024
5999	1024
12443	1024
61076	1024
48707	1024
74645	1024
92405	1024
7802	1024
2870	1024
62325	1024
76350	1024
78675	1024
52916	1024
54560	1024
92862	1024
79824	1024
46902	1024
37645	1024
78465	1024
25904	1024
27450	1024
78198	1024
58832	1024
37309	1024
40604	1024
92241	1024
63599	1024
45097	1024
15661	1024
15724	1024
98537	1024
21783	1024
38074	1024
10979	1024
99210	1024
3132	1024
85623	1024
91614	1024
10934	1024
88493	1024
70291	1024
87283	1024
83519	1024
23206	1024
58194	1024
92732	1024
19381	1024
5095	1024
46729	1024
97845	1024
47350	1024
74178	1024
92395	1024
22533	1024
11486	1024
32998	1024
31125	1024
75085	1024
94446	1024
63137	1024
7160	1024
92982	1024
1271	1024
61585	1024
3961	1024
481	1024
64716	1024
5935	1024
8446	1024
92001	1024
10779	1024
78736	1024
95635	1024
10650	1024
18293	1024
70180	1024
3381	1024
37673	1024
91626	1024
50109	1024
51870	1024
38975	1024
24287	1024
44264	1024
77859	1024
52124	1024
77261	1024
25336	1024
27208	1024
71706	1024
88472	1024
50719	1024
81039	1024
89743	1024
12303	1024
84999	1024
6575	1024
93371	1024
7286	1024
15020	1024
85371	1024
18064	1024
10108	1024
81006	1024
45065	1024
28400	1024
51185	1024
48446	1024
66073	1024
42811	1024
98554	1024
17942	1024
98137	1024
39192	1024
78557	1024
92348	1024
91316	1024
55817	1024
17683	1024
34875	1024
43874	1024
6154	1024
1946	1024
41264	1024
12248	1024
14248	1024
26263	1024
18822	1024
7618	1024
49900	1024
50194	1024
9341	1024
84315	1024
60301	1024
90346	1024
29380	1024
88700	1024
57882	1024
77825	1024
71124	1024
692	1024
92730	1024
5417	1024
15181	1024
31922	1024
83973	1024
7528	1024
39589	1024
56141	1024
25210	1024
90815	1024
16366	1024
47715	1024
92760	1024
57630	1024
59963	1024
23360	1024
244	1024
95136	1024
30977	1024
50143	1024
61681	1024
56669	1024
34457	1024
38333	1024
47014	1024
80188	1024
43385	1024
4896	1024
58012	1024
14508	1024
21939	1024
50742	1024
36277	1024
37119	1024
99015	1024
20249	1024
60998	1024
54955	1024
92742	1024
2559	1024
45769	1024
9107	1024
50274	1024
38529	1024
66736	1024
26588	1024
61888	1024
83331	1024
38075	1024
9216	1024
33473	1024
99756	1024
65885	1024
84282	1024
38088	1024
29250	1024
64469	1024
97824	1024
50497	1024
38833	1024
12332	1024
88788	1024
5926	1024
64960	1024
42258	1024
4940	1024
1560	1024
3256	1024
76246	1024
94301	1024
5814	1024
22014	1024
19760	1024
72439	1024
60542	1024
86495	1024
99026	1024
38781	1024
86178	1024
53453	1024
47997	1024
19650	1024
53208	1024
30233	1024
20283	1024
7647	1024
75834	1024
1104	1024
5471	1024
26331	1024
39936	1024
34154	1024
15118	1024
45861	1024
99113	1024
57375	1024
67152	1024
672	1024
76982	1024
43397	1024
11325	1024
82796	1024
65410	1024
31084	1024
55234	1024
42304	1024
33930	1024
70612	1024
97436	1024
20107	1024
24064	1024
45432	1024
56109	1024
93623	1024
92016	1024
76391	1024
1269	1024
67850	1024
77494	1024
23091	1024
10532	1024
33781	1024
73596	1024
25649	1024
79641	1024
72708	1024
99375	1024
63144	1024
89732	1024
76357	1024
6540	1024
1056	1024
59152	1024
88302	1024
48491	1024
30737	1024
46957	1024
